nomor_ulasan,nama_seller,ulasan_pembeli,kelas _sentimen,,,,,,
1301,Perfect Beauty,"Kurir datang lebih cepat, ramah sopan dan baik.. Barang di kemas rapi tidak ada cacat atau rusak sama sekali.. Sangat puas sampe saat ini belanja di lazada, sudah banyak sekali barang yg dibeli..",positif,,,,,,
1302,Perfect Beauty,"Muka jd keset, soalnya mukaku berminyak. Udah gitu wangi lagi. Harganya murah isinya buanyak banget. Thanks lazada",positif,,,,,,
1303,Perfect Beauty,"Mantabbss..!! udah ngefek sekarang, setelah pakai 2minggu kulitku jadi cerahan dari sebelumnya.. Recomended dech pokoknya.",positif,,,,,,
1304,Perfect Beauty,Sehari sampe. Dan sekarang udh hari ke7 pake dan jerawat mengering berangsur membaik dan berkurang. Wow bgtt,positif,,,,,,
1305,Perfect Beauty,"Lima Bintang!! dapat 3 set pas diskon besar, dan pengiriman cepat terima kasih lazada ,terima kasih perfect beauty",positif,,,,,,
1306,Perfect Beauty,"Order semalem, skrg udah sampe. Seandainya semua seller begini, saya kasih bintang 10deh. Barang yg diterima juga oke, packing sangat rapi, dan barang ori. Thankyou seller, thankyou lazada..",positif,,,,,,
1307,Perfect Beauty,Tidak bagus! Kecil sekali! mini.,negatif,,,,,,
1308,Perfect Beauty,"Gmn si kurir nya ketumpuk"" dan lemnya udh kcl pecahh lg duhhh nyebelin",negatif,,,,,,
1309,Perfect Beauty,produknya encer banget kaya air gitu alhasil gak dipake akhirnya gue buang,negatif,,,,,,
1310,Perfect Beauty,"Menurut saya blush canmake ini kurang bagus. Karena sama sekali tidak nyata di kulit saya yg sawo matang,untuk lipstik pun tidak nyata di bibir saya,masih belum paham apakah produk ini memang di peruntukan untuk kulit yg putih tp bener2 tidak disarankan untuk kulit yg gelap seperti saya:( Saya lumayan kecewa membeli produk ini huhu:(",negatif,,,,,,
1311,Perfect Beauty,Botol nya kcl isi nya dikit,negatif,,,,,,
1312,Perfect Beauty,"Pesanan saya blm nyampe jg, lama bgt ya",negatif,,,,,,
1313,Perfect Beauty,Apa yg sya pesen sesuai dengan yg dikirim.dan harganya lebih murah dr pada sya harus beli di toko kosmetik.terimakasih lazada.,positif,,,,,,
1314,Perfect Beauty,"suka banget sama hadalabonya, bikin muka aku lebih lembab pengiriman juga super cepat, kemarin pesan hari ini dateng makasih~",positif,,,,,,
1315,Perfect Beauty,Barang dah sampe ....di kemas dengan aman dan rapih sesuai ..belom saya coba mudah mudah cocok .kurir yg nganter nya juga ramah ..terim kasih lazada ..top deh.,positif,,,,,,
1316,Perfect Beauty,"SUKAK!! Ini pengalaman pertama ku belanja di Lazada, dan hasilnya puaaass bangeett~~ Proses konfirmasi pesanan oleh sistem terhitung sangat cepat, Proses verifikasi pembayaran juga cepet banget, Dan yang paling bikin kaget, proses pengirimannya super express bangeeett. Belum dicobain sih shampoonya, berharap hasilnya juga sememuaskan pelayanan lazadanya. Aamiin! :)",positif,,,,,,
1317,Perfect Beauty,"Barang sudah diterima. Walaupun terdapat salah kirim ukuran tetapi seller sangat bertanggung jawab dan cepat tanggap dalam berkomunikasi. Kualitas produk sangat bagus sekali, juga servicenya. Terima kasih banyak ya.",positif,,,,,,
1318,Perfect Beauty,Kw nih drambut mlah super ksar,negatif,,,,,,
1319,Perfect Beauty,Harga mhl kualitas jelek rmbut jd kering dan kaku,negatif,,,,,,
1320,Perfect Beauty,Pas disimpen tutupnya gampang kelepas. Baru 2 hari beli udh kering. Ya allah,negatif,,,,,,
1321,Perfect Beauty,"Liptint nya baguss, awet bangett, trs juga pengirimannya cepet bangett baru pesen semalem besok siangnya nyampee",positif,,,,,,
1322,Perfect Beauty,"Seller sangat rapi dalam pengemasan. Dan barang cepet sampe. Saya pesen kemarin, hari ini udh sampe.. Rekomen bgt sellernya. Thx ya",positif,,,,,,
1323,Perfect Beauty,"Wanginya lembut dan enak semuanya,tapi paling suka yg green tea karena wanginya fresh.ukurannya lucu dan pas utk travel,makasih lazada.",positif,,,,,,
1324,Perfect Beauty,Terimakasih lazada dan perfect beauty..barangnya udah sampe walaupun beli lisptick nya cmn 1 tp packing nya rapih banget..puas banget deh sama pelayanan perfect beauty,positif,,,,,,
1325,Perfect Beauty,Puas banget.. Pengirimanx cepat kurir nya ramah bgt.. Trim's LAZADA.. Gak bosen dech blanja di lazada..,positif,,,,,,
1326,Perfect Beauty,"Barang dah nyampe,aq psan lipstik kok datang maskara! Lain kali packing pake mata!!! Kcewa aq",negatif,,,,,,
1327,Perfect Beauty,Produk terlalu cair sperti air.aku kcewa.bauk obat dokter gitu.gak ada wangi sma skali jadi mau makai nya malas.stelah di pakai biasa aja gak ada efek,negatif,,,,,,
1328,Perfect Beauty,"Parah amad yaa,baru sampe barang nya trus di coba masa langsung rontok,murahh si yaa maklum lah",negatif,,,,,,
1329,Perfect Beauty,"Sumpah ini jelek bgt, susah pakainya g lentur jd susah ngepasin dimata, ribet, g lagi deh beli bulu mata kyk gini,",negatif,,,,,,
1330,Perfect Beauty,"Pengiriman sesuai estimasi, packing rapi, utk shampo dan conditionernya bgs dan cocok di rambut saya ^_^",positif,,,,,,
1331,Perfect Beauty,"Makasiih barang sudah sampaii cepet bangettt, pesan kemarin (minggu) eh hari ini udah datang (senin), pelayanannya top bgt dehh packaging nya jg profesional bgtt! baru sekali belanja di lazada & pasti bakal beli lg disini!!!!",positif,,,,,,
1332,Perfect Beauty,Barang udah sampai..bungkusnya juga cantik...enak dikulit gak kering & gak usah cape2 bikin busa lagi,positif,,,,,,
1333,Perfect Beauty,"Saya kira matte, nyatanya enggak.. Warnanya jga gk bagus.. Bau nya gk enak.. Dan kemahalan..",negatif,,,,,,
1334,Perfect Beauty,"Yeee...akhirnya teardrop blender yg aq tunggu sdh datang,cepet bgt,dan barangnya bagus bgt lembut dan ngembang saat basah ga kalah sama beauty blender yg asli",positif,,,,,,
1335,Perfect Beauty,"Wangi sabunnya enak-enak. terutama yang vanilla. Ukuranya bener-bener mini, cocok buat jalan-jalan 1-2 hari. Packing produknya manis. Terimakasih :D",positif,,,,,,
1336,Perfect Beauty,bulu mata rapuh. baru di ambil dari tempat sudah rontok,negatif,,,,,,
1337,Perfect Beauty,badan gw malah gatel_gatel...mungkin komposisinya agak keras di badan gw...,negatif,,,,,,
1338,Perfect Beauty,"Senang sekali saat pesanan datang. Pertama kali belanja di LAzada dan memuaskan. Untuk sabun dengan varian strawberry mint, wah wanginga luar biasa segar!!!",positif,,,,,,
1339,Perfect Beauty,"Bagus sekali warnanya natural cocok bgt buat dipake sehari2, walaupun ukurannya kecil bgt tp bagus",positif,,,,,,
1340,Perfect Beauty,"Produk bagus, harga murah, pengiriman cepat, sangat disarankan.",positif,,,,,,
1341,Perfect Beauty,"Suka bangett barangnya cpt nyampe, udah gitu warnanya aku sukaa wkwk dan gampang diaplikasiinnya.",positif,,,,,,
1342,Perfect Beauty,"Cepet banget sampenya, seneng d belanja di lazada. Ini pertama x nya order & bisa bayar di tmp",positif,,,,,,
1343,Perfect Beauty,jodoh! emang kebetulan nyari yang 59ml untuk taro di dalam tas. sungguh cinta sama produk ini,positif,,,,,,
1344,Perfect Beauty,"Shampoo nya bocor kemana2,berantakan bgt.",negatif,,,,,,
1345,Perfect Beauty,barang palsu.. di wajah keliatan gk nempel di kulit.. bedanknya palsu,negatif,,,,,,
1346,Perfect Beauty,SIALAN NIH BARANG NYA JELEK BGT ANCUR NJS GW BELI DISINI LG BUAT SEMUA GW BLGIN JGN BELI DISINI LG YA KARNA PAS SAMPE RMH ITU BNR BNR ANCUR PECAH TAI LAHH!!,negatif,,,,,,
1347,Perfect Beauty,Seneng bgt setiap pesen selalu cepat.. barang jg kualitas'y ok.. sukses truz y LAZADA...,positif,,,,,,
1348,Perfect Beauty,Warna nya kurang keluar,negatif,,,,,,
1349,Perfect Beauty,Kecewa isi dikit bangetttt !! Gak baakal beli lagi kapok,negatif,,,,,,
1350,Perfect Beauty,"Cepat,aman terpercaya. Produknya asli dan memuaskan. Terima kasih lazada.",positif,,,,,,
1351,Ricko Jaya,"Kecewa banget lah,brg dtg ga sesuai warna sm yg di pict, trs lipstik d pakai gatal, dan di pakai bleber gt sampai gigi jdi warna merah,berair bgt gampang ilangnya. Ku buang barangnya",negatif,,,,,,
1352,Ricko Jaya,cepet juga barangnya sampai...n sesuai dg yg saya pesen makasih y lazada tinggal nunggu pesanan yg blom sampe .. :),positif,,,,,,
1353,Ricko Jaya,Sudah pesan berulangkali..hasilnya bagus di kulit wajah. Lbh cerah jadinya. Terimakasih lazada dan ricko jaya,positif,,,,,,
1354,Ricko Jaya,"Tolong yaa mas/mba bilang sama kurir nya yg sopan jadi orang, ini ko malah marah marah kecewa saya gak akan beli di lazada lagi, bikin malu aja",negatif,,,,,,
1355,Ricko Jaya,saya keceeeeeewa pake banget.... tdk sesuai bgt... masa pas dibuka isinya tinggal setengahnya.... menyesal,negatif,,,,,,
1356,Ricko Jaya,"Brg sampai rumah sisa separuh, Ada kebocoran dr dlm kotak. Tlg didlm kotak diksh kertas/penganjal spya botol tidak goyah.",negatif,,,,,,
1357,Ricko Jaya,"bener benar murah dan sangat suka sama barang nya gk nyesal beli dan benar"" asli makasi lazada jadi pengen pesan lagi",positif,,,,,,
1358,Ricko Jaya,"Terima kasih Lazada, kiriman cepat, produk bagus, otomatis mati sendiri, sakit pinggang saya sudah berkurang",positif,,,,,,
1359,Ricko Jaya,eyeliner sama mascaranya bagus suka bulu mata jd keliatan panjang awet..thx,positif,,,,,,
1360,Ricko Jaya,"Barang ny cepat sampai, packingan ny rapih, bentuk ny mini lucu banget.. Thanks",positif,,,,,,
1361,Ricko Jaya,Kulitku mengelupas. Apa ini efeknya ya. Kapan bisa normal kembali kulit saya. Jd ngeri liat kulit sya sendiri,negatif,,,,,,
1362,Ricko Jaya,Nyampe barangnya lama udah gitu pas di buka ga ada isinya cuma kotak doang yg di bungkus rapih saya mau barangnya di kirim lg atau usahanya jd ga berkah krn bohongin org,negatif,,,,,,
1363,Ricko Jaya,"Packing rapih dan sampainya sesuai tanggal estimasi, blm di coba sih, semoga manjur yahh",positif,,,,,,
1364,Ricko Jaya,Pengiriman cepat brang di kemas rapih mksh lazada,positif,,,,,,
1365,Ricko Jaya,"tidak lengket, kering tahan lama, menghilangkan bau tidak sedap, pokoknya TOP lah",positif,,,,,,
1366,Ricko Jaya,barangnya bukan merk kylie kecewa bgt sama barangnya merk nya beda warnanya jelek2 semua. gimana si ngecewain bgt dasar,negatif,,,,,,
1367,Ricko Jaya,Bibit colagen palsu kalau yg asli tutup yg didlm pakai aluminium trus cair bnget kalau yg asli kental.maaf saya ndak pakai sekali aja beli nya karna produk nya palsu,negatif,,,,,,
1368,Ricko Jaya,Barang yg dikirim salah. Gue kembaliin minta ganti yg sama tapi ga ada respon. Pengembalian dana juga ga diproses. Lain kali tolong lebih user friendly ya..,negatif,,,,,,
1369,Ricko Jaya,"Kecewa sama barangnya. Beda banget sama yg pernah Aku beli. aroma dan teksturnya beda. Yang INI baunya nyegat, kayak Ada aroma plastik, Beda sama yg biasa Aku pake (ori). Isinya juga padat banget. Mending beli mahal sekalian daripada beli dua kali.",negatif,,,,,,
1370,Ricko Jaya,gel ini adem bgt pas di pake dan semoga mata panda saya hilang trimakasih lazada,positif,,,,,,
1371,Ricko Jaya,"Barang dah keterima dengan baik,pengantar paket sabar nunggu gw yg lagi kerja!! Bang kurir gw minta maaf ya dah buat menunggu. Selebihnya tentang produk dan pelayanam memuaskan. Mksih lazada mksih juga buat rico jaya.",positif,,,,,,
1372,Ricko Jaya,"Saya sangt ""kecewa pertama salah patah & hitam blm dipake sama sekali udh hitam untung blm dipke ke undangan kalau dipke saya malu",negatif,,,,,,
1373,Ricko Jaya,"Puas banget, barusan barangnya sampe terus ga sabar mau coba. Eh pas dicoba puassss dgn hasil eyeliner dan maskaranya. Next mau order lagi",positif,,,,,,
1374,Ricko Jaya,Trmksh lazada udh brp x dpt brng sesuai pesanan..pengirimanny cpt mksh lazada&rico jaya..puas bngd...,positif,,,,,,
1375,Ricko Jaya,"Barangnya berkualitas, cepat sampai dan enak dipakai. Thanks yah Reseller.Puas belanja di Lazada.co.id.",positif,,,,,,
1376,Ricko Jaya,Barang sudah sampai sebelum estimasi. Kualitas bagus. Terima kasih Ricko Jaya dan Lazada,positif,,,,,,
1377,Ricko Jaya,Obatnya bagus dan emang ori saya sangat terbantu dengan obat herbal ini.jadi napsu makan saya dan maag saya setabil.makasih lazada dan seller,positif,,,,,,
1378,Ricko Jaya,"Saya sangat kecewa karena barang ini palsu tidak sesuai gambar,tolong ya untuk penjual jangan memasang gambar palsu",negatif,,,,,,
1379,Ricko Jaya,Kecewa barang ga sesuai dgn yg dipesan.trs gmna untuk pengembalian nya dan tukar barang nya??????tolong respon nya,negatif,,,,,,
1380,Ricko Jaya,Nggak sesuai sama pesanan saya mesan edisi 1 no 906 yg dikirim malah edisi 3 no 906 jd jauh beda,negatif,,,,,,
1381,Ricko Jaya,Terimakasih ... Karna barang datang tepat waktu sesuai dengan gambar packing juga memuaskan... Dan produknya juga bagus,positif,,,,,,
1382,Ricko Jaya,"Barang datang sesuai dg gambar, dan sangat bermanfaat krn bsa mengatasi pegal2 dan kaki kaku.. Trimakasih lazada,",positif,,,,,,
1383,Ricko Jaya,barangnya udh lama sampe nya trus ga waterproof lagi. nyebelin,negatif,,,,,,
1384,Ricko Jaya,"Isi produk tidak penuh , warna nya pink pucat dan wanginya todak enak, harusnya wangi rose kan",negatif,,,,,,
1385,Ricko Jaya,Katanya waterproof tp kok kena air langsung luntur JD kecewa pakai maskaranya,negatif,,,,,,
1386,Ricko Jaya,Recommended bgt untuk perawatan rambut di rumah karena wangi dan qualitas nya ok bgt dijamin ngk kecewa dan akan ketagihan,positif,,,,,,
1387,Ricko Jaya,"Packing mah rapih, tapi isinya botol kosong doang. Ini jual parfume apa jual botol kosong.",negatif,,,,,,
1388,Ricko Jaya,Thanks lazada barangnya sudah sampai sesuai dengan jadwal pengiriman yang telah di berikan barang juga ori ini saya lagi coba semoga berhasil dietnya,positif,,,,,,
1389,Ricko Jaya,"barangnya udah sampai beberapa hari yang lalu, pengirimannya cepet . setelah cek, barang bagus dan ori. udah 3 hari pakai ada perubahan kulit wajah halus sekali dan bekas jerawat memudar. barangnya topp . lain waktu saya order lagi ya. terima kasih ricko jaya dan Lazada. its best seller.",positif,,,,,,
1390,Ricko Jaya,"Pingiriman lmyn cepet, bungkusan rapi dan aman, brush nya bgs lmbut bngt, warnanya juga bagus tapi gabisa diaplikasiin ke kulit, jd malah kyk gliter doang, tp kalo dibandingin sm harga masuk akal sih",positif,,,,,,
1391,Ricko Jaya,"produk cpt sampe,packing kemasan rapi thanks lazada.selalu memuaskan pelanggan",positif,,,,,,
1392,Ricko Jaya,"Ngebut banget nyampenya Kualitas bagus, terima kasih..",positif,,,,,,
1393,Ricko Jaya,Barang yg dikirim tidak sesuai. Tolong barang dicek lg sebelum dikirm,negatif,,,,,,
1394,Ricko Jaya,"Jangan beli disini, barang palsu!!!!! Kapok bgt belanja ini 4 sekaligus tapi palsu semua",negatif,,,,,,
1395,Ricko Jaya,"Warna tidak keluar apabila diaplikasikan, mengecewakan sekali.",negatif,,,,,,
1396,Ricko Jaya,Barang nya udh di terima dlm kondisi baik terimaksih.,positif,,,,,,
1397,Ricko Jaya,Untuk produk cream Foundationnya bagus dan cocok untuk kulit wajah saya. Terima kasih Lazada,positif,,,,,,
1398,Ricko Jaya,"Barang sudah sampai ,cepat ,rapih kemasan nya ,dan udah ditrack asli barangnya , thanks gan",positif,,,,,,
1399,Ricko Jaya,"gk tau kenapa 2 hari pake muka ku jadi merah"" gitu keg alergi.. Jadi ragu ori apa gk..",negatif,,,,,,
1400,Ricko Jaya,Isinya lipstik bukan liptint.jelek skli lengket di bibir,negatif,,,,,,
1401,Ricko Jaya,Tolong Lazada/toko penjualnya saya pesen cream ini yg ori.jngn kirim yg Abal Abal/palsu sesuaikan dengan iklan anda jngn kecewakan konsumen.tks.,negatif,,,,,,
1402,Ricko Jaya,Bagus banget warna nya gk mudah luntur dan sampek nya juga cepet,positif,,,,,,
1403,Ricko Jaya,"selalu setia pake ini, terimakasih lazada. bikin lebih gampang buat cari produk ini",positif,,,,,,
1404,Ricko Jaya,"Untuk pemesanan yg kali ini saya kecewa, saya pesannya parfum chenel tapi yg dikirim malah miss dior cherie kemasan nya pun mini sekali wanginya juga kurang tahan lama. Tolong ditingkat kan lagi lazada",negatif,,,,,,
1405,Ricko Jaya,Udh diterima nih...makasih ya...sepertinya bgs bgt di bulu mata..ringan..pokoknya okelah...,positif,,,,,,
1406,Ricko Jaya,"Datangnya sesuai yang ditampilkan, barang ori bagus banget",positif,,,,,,
1407,Ricko Jaya,Brg y kok byk yg bocor y. Ampir separuh brg y bocor...,negatif,,,,,,
1408,Ricko Jaya,barang sudah tidak bagus kering dan agak aneh baunya,negatif,,,,,,
1409,Ricko Jaya,"barang cepat sampai, sekali pake juga langsung keliatan hasilnya. puas banget. terima kasih",positif,,,,,,
1410,Ricko Jaya,"pesanan sampai dengan cepat, kualitas produk baik pesanan sesuai dengan yg di gambar",positif,,,,,,
1411,Ricko Jaya,Hasilnya sempurna banget utk eyeliner n mascara nya.. pkonya puasss,positif,,,,,,
1412,Ricko Jaya,prodaknya sesuai yg saya minta. makasih lazada,positif,,,,,,
1413,Ricko Jaya,"paketan dlm kotak rapih, segel masih bagus, dan sampai tepat waktu. thanks lazada",positif,,,,,,
1414,Ricko Jaya,barang tidak sesuai pesanan dan saya kembalikan ke reseler tapi tidak ada tanggapan,negatif,,,,,,
1415,Ricko Jaya,Sangat mengecewakan. Produk jelek banget. Tolong desktipsinya diubah sesuai barang,negatif,,,,,,
1416,Ricko Jaya,gak ada perubahan apapun,negatif,,,,,,
1417,Ricko Jaya,"Isinya pecah, pngirimnnya lama",negatif,,,,,,
1418,Ricko Jaya,Uda diterima dalam kondisi bagus,positif,,,,,,
1419,Ricko Jaya,"barangnya bagus & cepat sampe jg,,, bgtu dicoba ud trasa khasiatnya",positif,,,,,,
1420,Ricko Jaya,jadi tambah seneng belanja di lazada barang nya bagus2 selama ini sy gak pernah kecewa,positif,,,,,,
1421,Ricko Jaya,"Barang sampai papua cuma 2 hari, puas cepat pengirimannya",positif,,,,,,
1422,Ricko Jaya,"barang sesuai gambar, sesuai deskripsi juga. sukaaaa!!",positif,,,,,,
1423,Ricko Jaya,"Gak ada bagus2nya jelek parah,kurang keluar higlighternya,jgn pd beli deh...",negatif,,,,,,
1424,Ricko Jaya,"Saya kecewa, botolnya bocor!!! Saya terima kondisi isi tinggal 1/4!!!",negatif,,,,,,
1425,Ricko Jaya,Makasih yaa lazada .... puas bangettt sama maskaranya,positif,,,,,,
1426,Ricko Jaya,Lama bngt barang nya dateng,negatif,,,,,,
1427,Ricko Jaya,panas kaya pake koyo,negatif,,,,,,
1428,Ricko Jaya,cepet luntur,negatif,,,,,,
1429,Ricko Jaya,"Sangat puas. Tahan lama, bulu mata jadi lentik bgt.",positif,,,,,,
1430,Ricko Jaya,"Barang asli, berat badan 2 minggu beneran naik.. Muka tembem. Mantap.",positif,,,,,,
1431,Ricko Jaya,"murah meriah , hasilnya bagus",positif,,,,,,
1432,Ricko Jaya,"Wow puas bgt , sesuai pesanan.trimakasih lazada",positif,,,,,,
